,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,metadata_key
0,,T1137,Office Application Startup,[],[],,AC-10,mitigates,2
1,,T1137.002,Office Test,[],[],,AC-10,mitigates,2
2,,T1185,Browser Session Hijacking,[],[],,AC-10,mitigates,2
3,,T1528,Steal Application Access Token,[],[],,AC-10,mitigates,2
4,,T1021.001,Remote Desktop Protocol,[],[],,AC-11,mitigates,2
5,,T1563.002,RDP Hijacking,[],[],,AC-11,mitigates,2
6,,T1021.001,Remote Desktop Protocol,[],[],,AC-12,mitigates,2
7,,T1072,Software Deployment Tools,[],[],,AC-12,mitigates,2
8,,T1185,Browser Session Hijacking,[],[],,AC-12,mitigates,2
9,,T1563.002,RDP Hijacking,[],[],,AC-12,mitigates,2
10,,T1137.002,Office Test,[],[],,AC-14,mitigates,2
11,,T1003,OS Credential Dumping,[],[],,AC-16,mitigates,2
12,,T1003.003,NTDS,[],[],,AC-16,mitigates,2
13,,T1005,Data from Local System,[],[],,AC-16,mitigates,2
14,,T1020.001,Traffic Duplication,[],[],,AC-16,mitigates,2
15,,T1025,Data from Removable Media,[],[],,AC-16,mitigates,2
16,,T1040,Network Sniffing,[],[],,AC-16,mitigates,2
17,,T1041,Exfiltration Over C2 Channel,[],[],,AC-16,mitigates,2
18,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-16,mitigates,2
19,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-16,mitigates,2
20,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-16,mitigates,2
21,,T1052,Exfiltration Over Physical Medium,[],[],,AC-16,mitigates,2
22,,T1052.001,Exfiltration over USB,[],[],,AC-16,mitigates,2
23,,T1070,Indicator Removal on Host,[],[],,AC-16,mitigates,2
24,,T1070.001,Clear Windows Event Logs,[],[],,AC-16,mitigates,2
25,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-16,mitigates,2
26,,T1114,Email Collection,[],[],,AC-16,mitigates,2
27,,T1114.001,Local Email Collection,[],[],,AC-16,mitigates,2
28,,T1114.002,Remote Email Collection,[],[],,AC-16,mitigates,2
29,,T1114.003,Email Forwarding Rule,[],[],,AC-16,mitigates,2
30,,T1119,Automated Collection,[],[],,AC-16,mitigates,2
31,,T1213,Data from Information Repositories,[],[],,AC-16,mitigates,2
32,,T1213.001,Confluence,[],[],,AC-16,mitigates,2
33,,T1213.002,Sharepoint,[],[],,AC-16,mitigates,2
34,,T1222,File and Directory Permissions Modification,[],[],,AC-16,mitigates,2
35,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-16,mitigates,2
36,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-16,mitigates,2
37,,T1505,Server Software Component,[],[],,AC-16,mitigates,2
38,,T1505.002,Transport Agent,[],[],,AC-16,mitigates,2
39,,T1530,Data from Cloud Storage Object,[],[],,AC-16,mitigates,2
40,,T1537,Transfer Data to Cloud Account,[],[],,AC-16,mitigates,2
41,,T1547.007,Re-opened Applications,[],[],,AC-16,mitigates,2
42,,T1547.011,Plist Modification,[],[],,AC-16,mitigates,2
43,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-16,mitigates,2
44,,T1548.003,Sudo and Sudo Caching,[],[],,AC-16,mitigates,2
45,,T1550.001,Application Access Token,[],[],,AC-16,mitigates,2
46,,T1552,Unsecured Credentials,[],[],,AC-16,mitigates,2
47,,T1552.004,Private Keys,[],[],,AC-16,mitigates,2
