,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
0,,T1137,Office Application Startup,[],[],,Concurrent Session Control,mitigates,2
1,,T1137.002,Office Test,[],[],,Concurrent Session Control,mitigates,2
2,,T1528,Steal Application Access Token,[],[],,Concurrent Session Control,mitigates,2
3,,T1021.001,Remote Desktop Protocol,[],[],,Session Lock,mitigates,2
4,,T1563.002,RDP Hijacking,[],[],,Session Lock,mitigates,2
5,,T1021.001,Remote Desktop Protocol,[],[],,Session Termination,mitigates,2
6,,T1072,Software Deployment Tools,[],[],,Session Termination,mitigates,2
7,,T1563.002,RDP Hijacking,[],[],,Session Termination,mitigates,2
8,,T1137.002,Office Test,[],[],,Permitted Actions Without Identification Or Authentication,mitigates,2
9,,T1003,OS Credential Dumping,[],[],,Security Attributes,mitigates,2
10,,T1003.003,NTDS,[],[],,Security Attributes,mitigates,2
11,,T1020.001,Traffic Duplication,[],[],,Security Attributes,mitigates,2
12,,T1040,Network Sniffing,[],[],,Security Attributes,mitigates,2
13,,T1070,Indicator Removal on Host,[],[],,Security Attributes,mitigates,2
14,,T1070.001,Clear Windows Event Logs,[],[],,Security Attributes,mitigates,2
15,,T1070.002,Clear Linux or Mac System Logs,[],[],,Security Attributes,mitigates,2
16,,T1114,Email Collection,[],[],,Security Attributes,mitigates,2
17,,T1114.001,Local Email Collection,[],[],,Security Attributes,mitigates,2
18,,T1114.002,Remote Email Collection,[],[],,Security Attributes,mitigates,2
19,,T1114.003,Email Forwarding Rule,[],[],,Security Attributes,mitigates,2
20,,T1119,Automated Collection,[],[],,Security Attributes,mitigates,2
21,,T1213,Data from Information Repositories,[],[],,Security Attributes,mitigates,2
22,,T1213.001,Confluence,[],[],,Security Attributes,mitigates,2
23,,T1213.002,Sharepoint,[],[],,Security Attributes,mitigates,2
24,,T1222,File and Directory Permissions Modification,[],[],,Security Attributes,mitigates,2
25,,T1222.001,Windows File and Directory Permissions Modification,[],[],,Security Attributes,mitigates,2
26,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Security Attributes,mitigates,2
27,,T1530,Data from Cloud Storage Object,[],[],,Security Attributes,mitigates,2
28,,T1537,Transfer Data to Cloud Account,[],[],,Security Attributes,mitigates,2
29,,T1547.007,Re-opened Applications,[],[],,Security Attributes,mitigates,2
30,,T1547.011,Plist Modification,[],[],,Security Attributes,mitigates,2
31,,T1548,Abuse Elevation Control Mechanism,[],[],,Security Attributes,mitigates,2
32,,T1548.003,Sudo and Sudo Caching,[],[],,Security Attributes,mitigates,2
33,,T1550.001,Application Access Token,[],[],,Security Attributes,mitigates,2
34,,T1552,Unsecured Credentials,[],[],,Security Attributes,mitigates,2
35,,T1552.004,Private Keys,[],[],,Security Attributes,mitigates,2
36,,T1552.005,Cloud Instance Metadata API,[],[],,Security Attributes,mitigates,2
37,,T1557,Man-in-the-Middle,[],[],,Security Attributes,mitigates,2
38,,T1557.002,ARP Cache Poisoning,[],[],,Security Attributes,mitigates,2
39,,T1558,Steal or Forge Kerberos Tickets,[],[],,Security Attributes,mitigates,2
40,,T1558.002,Silver Ticket,[],[],,Security Attributes,mitigates,2
41,,T1558.003,Kerberoasting,[],[],,Security Attributes,mitigates,2
42,,T1558.004,AS-REP Roasting,[],[],,Security Attributes,mitigates,2
43,,T1564.004,NTFS File Attributes,[],[],,Security Attributes,mitigates,2
44,,T1565,Data Manipulation,[],[],,Security Attributes,mitigates,2
45,,T1565.001,Stored Data Manipulation,[],[],,Security Attributes,mitigates,2
46,,T1565.002,Transmitted Data Manipulation,[],[],,Security Attributes,mitigates,2
47,,T1602,Data from Configuration Repository,[],[],,Security Attributes,mitigates,2
48,,T1602.001,SNMP (MIB Dump),[],[],,Security Attributes,mitigates,2
49,,T1602.002,Network Device Configuration Dump,[],[],,Security Attributes,mitigates,2
50,,T1020.001,Traffic Duplication,[],[],,Remote Access,mitigates,2
51,,T1021,Remote Services,[],[],,Remote Access,mitigates,2
52,,T1021.001,Remote Desktop Protocol,[],[],,Remote Access,mitigates,2
53,,T1021.002,SMB/Windows Admin Shares,[],[],,Remote Access,mitigates,2
54,,T1021.003,Distributed Component Object Model,[],[],,Remote Access,mitigates,2
55,,T1021.004,SSH,[],[],,Remote Access,mitigates,2
56,,T1021.005,VNC,[],[],,Remote Access,mitigates,2
