,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
0,,T1137,Office Application Startup,[],[],,Concurrent Session Control,mitigates,0
1,,T1137.002,Office Test,[],[],,Concurrent Session Control,mitigates,0
2,,T1185,Browser Session Hijacking,[],[],,Concurrent Session Control,mitigates,0
3,,T1528,Steal Application Access Token,[],[],,Concurrent Session Control,mitigates,0
4,,T1021.001,Remote Desktop Protocol,[],[],,Session Lock,mitigates,0
5,,T1563.002,RDP Hijacking,[],[],,Session Lock,mitigates,0
6,,T1021.001,Remote Desktop Protocol,[],[],,Session Termination,mitigates,0
7,,T1072,Software Deployment Tools,[],[],,Session Termination,mitigates,0
8,,T1185,Browser Session Hijacking,[],[],,Session Termination,mitigates,0
9,,T1563.002,RDP Hijacking,[],[],,Session Termination,mitigates,0
10,,T1137.002,Office Test,[],[],,Permitted Actions Without Identification Or Authentication,mitigates,0
11,,T1003,OS Credential Dumping,[],[],,Security Attributes,mitigates,0
12,,T1003.003,NTDS,[],[],,Security Attributes,mitigates,0
13,,T1005,Data from Local System,[],[],,Security Attributes,mitigates,0
14,,T1020.001,Traffic Duplication,[],[],,Security Attributes,mitigates,0
15,,T1025,Data from Removable Media,[],[],,Security Attributes,mitigates,0
16,,T1040,Network Sniffing,[],[],,Security Attributes,mitigates,0
17,,T1041,Exfiltration Over C2 Channel,[],[],,Security Attributes,mitigates,0
18,,T1048,Exfiltration Over Alternative Protocol,[],[],,Security Attributes,mitigates,0
19,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Security Attributes,mitigates,0
20,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Security Attributes,mitigates,0
21,,T1052,Exfiltration Over Physical Medium,[],[],,Security Attributes,mitigates,0
22,,T1052.001,Exfiltration over USB,[],[],,Security Attributes,mitigates,0
23,,T1070,Indicator Removal on Host,[],[],,Security Attributes,mitigates,0
24,,T1070.001,Clear Windows Event Logs,[],[],,Security Attributes,mitigates,0
25,,T1070.002,Clear Linux or Mac System Logs,[],[],,Security Attributes,mitigates,0
26,,T1114,Email Collection,[],[],,Security Attributes,mitigates,0
27,,T1114.001,Local Email Collection,[],[],,Security Attributes,mitigates,0
28,,T1114.002,Remote Email Collection,[],[],,Security Attributes,mitigates,0
29,,T1114.003,Email Forwarding Rule,[],[],,Security Attributes,mitigates,0
30,,T1119,Automated Collection,[],[],,Security Attributes,mitigates,0
