,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,metadata_key
0,,T1556.006,Multi-Factor Authentication,[],[],,AC-1,mitigates,6
1,,T1556.007,Hybrid Identity,[],[],,AC-1,mitigates,6
2,,T1137,Office Application Startup,[],[],,AC-10,mitigates,6
3,,T1137.002,Office Test,[],[],,AC-10,mitigates,6
4,,T1185,Browser Session Hijacking,[],[],,AC-10,mitigates,6
5,,T1528,Steal Application Access Token,[],[],,AC-10,mitigates,6
6,,T1021.001,Remote Desktop Protocol,[],[],,AC-11,mitigates,6
7,,T1563.002,RDP Hijacking,[],[],,AC-11,mitigates,6
8,,T1021.001,Remote Desktop Protocol,[],[],,AC-12,mitigates,6
9,,T1072,Software Deployment Tools,[],[],,AC-12,mitigates,6
10,,T1185,Browser Session Hijacking,[],[],,AC-12,mitigates,6
11,,T1563.002,RDP Hijacking,[],[],,AC-12,mitigates,6
12,,T1505.005,Terminal Services DLL,[],[],,AC-12,mitigates,6
13,,T1137.002,Office Test,[],[],,AC-14,mitigates,6
14,,T1020.001,Traffic Duplication,[],[],,AC-16,mitigates,6
15,,T1070,Indicator Removal on Host,[],[],,AC-16,mitigates,6
16,,T1070.001,Clear Windows Event Logs,[],[],,AC-16,mitigates,6
17,,T1222,File and Directory Permissions Modification,[],[],,AC-16,mitigates,6
18,,T1505,Server Software Component,[],[],,AC-16,mitigates,6
19,,T1537,Transfer Data to Cloud Account,[],[],,AC-16,mitigates,6
20,,T1547.007,Re-opened Applications,[],[],,AC-16,mitigates,6
21,,T1548.003,Sudo and Sudo Caching,[],[],,AC-16,mitigates,6
22,,T1550.001,Application Access Token,[],[],,AC-16,mitigates,6
23,,T1552.005,Cloud Instance Metadata API,[],[],,AC-16,mitigates,6
24,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-16,mitigates,6
25,,T1558.003,Kerberoasting,[],[],,AC-16,mitigates,6
26,,T1565,Data Manipulation,[],[],,AC-16,mitigates,6
27,,T1565.001,Stored Data Manipulation,[],[],,AC-16,mitigates,6
28,,T1565.002,Transmitted Data Manipulation,[],[],,AC-16,mitigates,6
