,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
0,,T1137,Office Application Startup,[],[],,Concurrent Session Control,mitigates,6
1,,T1137.002,Office Test,[],[],,Concurrent Session Control,mitigates,6
2,,T1528,Steal Application Access Token,[],[],,Concurrent Session Control,mitigates,6
3,,T1021.001,Remote Desktop Protocol,[],[],,Session Lock,mitigates,6
4,,T1563.002,RDP Hijacking,[],[],,Session Lock,mitigates,6
5,,T1021.001,Remote Desktop Protocol,[],[],,Session Termination,mitigates,6
6,,T1072,Software Deployment Tools,[],[],,Session Termination,mitigates,6
7,,T1563.002,RDP Hijacking,[],[],,Session Termination,mitigates,6
8,,T1137.002,Office Test,[],[],,Permitted Actions Without Identification Or Authentication,mitigates,6
9,,T1003,OS Credential Dumping,[],[],,Security Attributes,mitigates,6
10,,T1003.003,NTDS,[],[],,Security Attributes,mitigates,6
11,,T1020.001,Traffic Duplication,[],[],,Security Attributes,mitigates,6
12,,T1040,Network Sniffing,[],[],,Security Attributes,mitigates,6
13,,T1070,Indicator Removal on Host,[],[],,Security Attributes,mitigates,6
14,,T1070.001,Clear Windows Event Logs,[],[],,Security Attributes,mitigates,6
15,,T1070.002,Clear Linux or Mac System Logs,[],[],,Security Attributes,mitigates,6
16,,T1114,Email Collection,[],[],,Security Attributes,mitigates,6
17,,T1114.001,Local Email Collection,[],[],,Security Attributes,mitigates,6
18,,T1114.002,Remote Email Collection,[],[],,Security Attributes,mitigates,6
19,,T1114.003,Email Forwarding Rule,[],[],,Security Attributes,mitigates,6
20,,T1119,Automated Collection,[],[],,Security Attributes,mitigates,6
21,,T1213,Data from Information Repositories,[],[],,Security Attributes,mitigates,6
22,,T1213.001,Confluence,[],[],,Security Attributes,mitigates,6
23,,T1213.002,Sharepoint,[],[],,Security Attributes,mitigates,6
24,,T1222,File and Directory Permissions Modification,[],[],,Security Attributes,mitigates,6
25,,T1222.001,Windows File and Directory Permissions Modification,[],[],,Security Attributes,mitigates,6
26,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Security Attributes,mitigates,6
27,,T1530,Data from Cloud Storage Object,[],[],,Security Attributes,mitigates,6
28,,T1537,Transfer Data to Cloud Account,[],[],,Security Attributes,mitigates,6
29,,T1547.007,Re-opened Applications,[],[],,Security Attributes,mitigates,6
30,,T1547.011,Plist Modification,[],[],,Security Attributes,mitigates,6
31,,T1548,Abuse Elevation Control Mechanism,[],[],,Security Attributes,mitigates,6
32,,T1548.003,Sudo and Sudo Caching,[],[],,Security Attributes,mitigates,6
33,,T1550.001,Application Access Token,[],[],,Security Attributes,mitigates,6
34,,T1552,Unsecured Credentials,[],[],,Security Attributes,mitigates,6
35,,T1552.004,Private Keys,[],[],,Security Attributes,mitigates,6
36,,T1552.005,Cloud Instance Metadata API,[],[],,Security Attributes,mitigates,6
37,,T1557,Man-in-the-Middle,[],[],,Security Attributes,mitigates,6
38,,T1557.002,ARP Cache Poisoning,[],[],,Security Attributes,mitigates,6
39,,T1558,Steal or Forge Kerberos Tickets,[],[],,Security Attributes,mitigates,6
40,,T1558.002,Silver Ticket,[],[],,Security Attributes,mitigates,6
41,,T1558.003,Kerberoasting,[],[],,Security Attributes,mitigates,6
42,,T1558.004,AS-REP Roasting,[],[],,Security Attributes,mitigates,6
43,,T1564.004,NTFS File Attributes,[],[],,Security Attributes,mitigates,6
44,,T1565,Data Manipulation,[],[],,Security Attributes,mitigates,6
45,,T1565.001,Stored Data Manipulation,[],[],,Security Attributes,mitigates,6
46,,T1565.002,Transmitted Data Manipulation,[],[],,Security Attributes,mitigates,6
47,,T1602,Data from Configuration Repository,[],[],,Security Attributes,mitigates,6
48,,T1602.001,SNMP (MIB Dump),[],[],,Security Attributes,mitigates,6
49,,T1602.002,Network Device Configuration Dump,[],[],,Security Attributes,mitigates,6
50,,T1020.001,Traffic Duplication,[],[],,Remote Access,mitigates,6
51,,T1021,Remote Services,[],[],,Remote Access,mitigates,6
52,,T1021.001,Remote Desktop Protocol,[],[],,Remote Access,mitigates,6
53,,T1021.002,SMB/Windows Admin Shares,[],[],,Remote Access,mitigates,6
54,,T1021.003,Distributed Component Object Model,[],[],,Remote Access,mitigates,6
55,,T1021.004,SSH,[],[],,Remote Access,mitigates,6
56,,T1021.005,VNC,[],[],,Remote Access,mitigates,6
57,,T1021.006,Windows Remote Management,[],[],,Remote Access,mitigates,6
58,,T1037,Boot or Logon Initialization Scripts,[],[],,Remote Access,mitigates,6
59,,T1037.001,Logon Script (Windows),[],[],,Remote Access,mitigates,6
60,,T1040,Network Sniffing,[],[],,Remote Access,mitigates,6
61,,T1047,Windows Management Instrumentation,[],[],,Remote Access,mitigates,6
62,,T1070,Indicator Removal on Host,[],[],,Remote Access,mitigates,6
63,,T1070.001,Clear Windows Event Logs,[],[],,Remote Access,mitigates,6
64,,T1070.002,Clear Linux or Mac System Logs,[],[],,Remote Access,mitigates,6
65,,T1114,Email Collection,[],[],,Remote Access,mitigates,6
66,,T1114.001,Local Email Collection,[],[],,Remote Access,mitigates,6
67,,T1114.002,Remote Email Collection,[],[],,Remote Access,mitigates,6
68,,T1114.003,Email Forwarding Rule,[],[],,Remote Access,mitigates,6
69,,T1119,Automated Collection,[],[],,Remote Access,mitigates,6
70,,T1133,External Remote Services,[],[],,Remote Access,mitigates,6
71,,T1137,Office Application Startup,[],[],,Remote Access,mitigates,6
72,,T1137.002,Office Test,[],[],,Remote Access,mitigates,6
73,,T1213,Data from Information Repositories,[],[],,Remote Access,mitigates,6
74,,T1213.001,Confluence,[],[],,Remote Access,mitigates,6
75,,T1213.002,Sharepoint,[],[],,Remote Access,mitigates,6
76,,T1219,Remote Access Software,[],[],,Remote Access,mitigates,6
77,,T1530,Data from Cloud Storage Object,[],[],,Remote Access,mitigates,6
78,,T1537,Transfer Data to Cloud Account,[],[],,Remote Access,mitigates,6
79,,T1543,Create or Modify System Process,[],[],,Remote Access,mitigates,6
80,,T1543.003,Windows Service,[],[],,Remote Access,mitigates,6
81,,T1550.001,Application Access Token,[],[],,Remote Access,mitigates,6
82,,T1552,Unsecured Credentials,[],[],,Remote Access,mitigates,6
83,,T1552.004,Private Keys,[],[],,Remote Access,mitigates,6
84,,T1557,Man-in-the-Middle,[],[],,Remote Access,mitigates,6
85,,T1557.002,ARP Cache Poisoning,[],[],,Remote Access,mitigates,6
86,,T1558,Steal or Forge Kerberos Tickets,[],[],,Remote Access,mitigates,6
87,,T1558.002,Silver Ticket,[],[],,Remote Access,mitigates,6
88,,T1558.003,Kerberoasting,[],[],,Remote Access,mitigates,6
89,,T1558.004,AS-REP Roasting,[],[],,Remote Access,mitigates,6
90,,T1563,Remote Service Session Hijacking,[],[],,Remote Access,mitigates,6
91,,T1563.001,SSH Hijacking,[],[],,Remote Access,mitigates,6
92,,T1563.002,RDP Hijacking,[],[],,Remote Access,mitigates,6
93,,T1565,Data Manipulation,[],[],,Remote Access,mitigates,6
94,,T1565.001,Stored Data Manipulation,[],[],,Remote Access,mitigates,6
95,,T1565.002,Transmitted Data Manipulation,[],[],,Remote Access,mitigates,6
96,,T1602,Data from Configuration Repository,[],[],,Remote Access,mitigates,6
97,,T1602.001,SNMP (MIB Dump),[],[],,Remote Access,mitigates,6
98,,T1602.002,Network Device Configuration Dump,[],[],,Remote Access,mitigates,6
99,,T1011,Exfiltration Over Other Network Medium,[],[],,Wireless Access,mitigates,6
100,,T1011.001,Exfiltration Over Bluetooth,[],[],,Wireless Access,mitigates,6
101,,T1020.001,Traffic Duplication,[],[],,Wireless Access,mitigates,6
102,,T1040,Network Sniffing,[],[],,Wireless Access,mitigates,6
103,,T1070,Indicator Removal on Host,[],[],,Wireless Access,mitigates,6
104,,T1070.001,Clear Windows Event Logs,[],[],,Wireless Access,mitigates,6
105,,T1070.002,Clear Linux or Mac System Logs,[],[],,Wireless Access,mitigates,6
106,,T1119,Automated Collection,[],[],,Wireless Access,mitigates,6
107,,T1530,Data from Cloud Storage Object,[],[],,Wireless Access,mitigates,6
108,,T1552,Unsecured Credentials,[],[],,Wireless Access,mitigates,6
109,,T1552.004,Private Keys,[],[],,Wireless Access,mitigates,6
110,,T1557,Man-in-the-Middle,[],[],,Wireless Access,mitigates,6
111,,T1557.002,ARP Cache Poisoning,[],[],,Wireless Access,mitigates,6
112,,T1558,Steal or Forge Kerberos Tickets,[],[],,Wireless Access,mitigates,6
113,,T1558.002,Silver Ticket,[],[],,Wireless Access,mitigates,6
114,,T1558.003,Kerberoasting,[],[],,Wireless Access,mitigates,6
115,,T1558.004,AS-REP Roasting,[],[],,Wireless Access,mitigates,6
116,,T1565,Data Manipulation,[],[],,Wireless Access,mitigates,6
117,,T1565.001,Stored Data Manipulation,[],[],,Wireless Access,mitigates,6
118,,T1565.002,Transmitted Data Manipulation,[],[],,Wireless Access,mitigates,6
119,,T1602,Data from Configuration Repository,[],[],,Wireless Access,mitigates,6
120,,T1602.001,SNMP (MIB Dump),[],[],,Wireless Access,mitigates,6
121,,T1602.002,Network Device Configuration Dump,[],[],,Wireless Access,mitigates,6
122,,T1020.001,Traffic Duplication,[],[],,Access Control For Mobile Devices,mitigates,6
123,,T1040,Network Sniffing,[],[],,Access Control For Mobile Devices,mitigates,6
124,,T1070,Indicator Removal on Host,[],[],,Access Control For Mobile Devices,mitigates,6
125,,T1070.001,Clear Windows Event Logs,[],[],,Access Control For Mobile Devices,mitigates,6
126,,T1070.002,Clear Linux or Mac System Logs,[],[],,Access Control For Mobile Devices,mitigates,6
127,,T1114,Email Collection,[],[],,Access Control For Mobile Devices,mitigates,6
128,,T1114.001,Local Email Collection,[],[],,Access Control For Mobile Devices,mitigates,6
129,,T1114.002,Remote Email Collection,[],[],,Access Control For Mobile Devices,mitigates,6
130,,T1114.003,Email Forwarding Rule,[],[],,Access Control For Mobile Devices,mitigates,6
131,,T1119,Automated Collection,[],[],,Access Control For Mobile Devices,mitigates,6
132,,T1530,Data from Cloud Storage Object,[],[],,Access Control For Mobile Devices,mitigates,6
133,,T1550.001,Application Access Token,[],[],,Access Control For Mobile Devices,mitigates,6
