,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
0,,T1137,Office Application Startup,[],[],,Concurrent Session Control,mitigates,7
1,,T1137.002,Office Test,[],[],,Concurrent Session Control,mitigates,7
2,,T1528,Steal Application Access Token,[],[],,Concurrent Session Control,mitigates,7
3,,T1021.001,Remote Desktop Protocol,[],[],,Device Lock,mitigates,7
4,,T1563.002,RDP Hijacking,[],[],,Device Lock,mitigates,7
5,,T1021.001,Remote Desktop Protocol,[],[],,Session Termination,mitigates,7
6,,T1072,Software Deployment Tools,[],[],,Session Termination,mitigates,7
7,,T1563.002,RDP Hijacking,[],[],,Session Termination,mitigates,7
8,,T1137.002,Office Test,[],[],,Permitted Actions Without Identification or Authentication,mitigates,7
9,,T1003,OS Credential Dumping,[],[],,Security and Privacy Attributes,mitigates,7
10,,T1003.003,NTDS,[],[],,Security and Privacy Attributes,mitigates,7
11,,T1020.001,Traffic Duplication,[],[],,Security and Privacy Attributes,mitigates,7
12,,T1040,Network Sniffing,[],[],,Security and Privacy Attributes,mitigates,7
13,,T1070,Indicator Removal on Host,[],[],,Security and Privacy Attributes,mitigates,7
14,,T1070.001,Clear Windows Event Logs,[],[],,Security and Privacy Attributes,mitigates,7
15,,T1070.002,Clear Linux or Mac System Logs,[],[],,Security and Privacy Attributes,mitigates,7
16,,T1114,Email Collection,[],[],,Security and Privacy Attributes,mitigates,7
17,,T1114.001,Local Email Collection,[],[],,Security and Privacy Attributes,mitigates,7
18,,T1114.002,Remote Email Collection,[],[],,Security and Privacy Attributes,mitigates,7
19,,T1114.003,Email Forwarding Rule,[],[],,Security and Privacy Attributes,mitigates,7
20,,T1119,Automated Collection,[],[],,Security and Privacy Attributes,mitigates,7
21,,T1204,User Execution,[],[],,Security and Privacy Attributes,mitigates,7
22,,T1204.001,Malicious Link,[],[],,Security and Privacy Attributes,mitigates,7
23,,T1204.002,Malicious File,[],[],,Security and Privacy Attributes,mitigates,7
24,,T1222,File and Directory Permissions Modification,[],[],,Security and Privacy Attributes,mitigates,7
25,,T1222.001,Windows File and Directory Permissions Modification,[],[],,Security and Privacy Attributes,mitigates,7
26,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Security and Privacy Attributes,mitigates,7
27,,T1530,Data from Cloud Storage Object,[],[],,Security and Privacy Attributes,mitigates,7
28,,T1537,Transfer Data to Cloud Account,[],[],,Security and Privacy Attributes,mitigates,7
29,,T1547.007,Re-opened Applications,[],[],,Security and Privacy Attributes,mitigates,7
30,,T1547.011,Plist Modification,[],[],,Security and Privacy Attributes,mitigates,7
31,,T1548,Abuse Elevation Control Mechanism,[],[],,Security and Privacy Attributes,mitigates,7
32,,T1548.003,Sudo and Sudo Caching,[],[],,Security and Privacy Attributes,mitigates,7
33,,T1550.001,Application Access Token,[],[],,Security and Privacy Attributes,mitigates,7
34,,T1552,Unsecured Credentials,[],[],,Security and Privacy Attributes,mitigates,7
35,,T1552.004,Private Keys,[],[],,Security and Privacy Attributes,mitigates,7
36,,T1552.005,Cloud Instance Metadata API,[],[],,Security and Privacy Attributes,mitigates,7
37,,T1557,Man-in-the-Middle,[],[],,Security and Privacy Attributes,mitigates,7
38,,T1557.002,ARP Cache Poisoning,[],[],,Security and Privacy Attributes,mitigates,7
39,,T1558,Steal or Forge Kerberos Tickets,[],[],,Security and Privacy Attributes,mitigates,7
40,,T1558.002,Silver Ticket,[],[],,Security and Privacy Attributes,mitigates,7
41,,T1558.003,Kerberoasting,[],[],,Security and Privacy Attributes,mitigates,7
42,,T1558.004,AS-REP Roasting,[],[],,Security and Privacy Attributes,mitigates,7
43,,T1564.004,NTFS File Attributes,[],[],,Security and Privacy Attributes,mitigates,7
44,,T1565,Data Manipulation,[],[],,Security and Privacy Attributes,mitigates,7
45,,T1565.001,Stored Data Manipulation,[],[],,Security and Privacy Attributes,mitigates,7
46,,T1565.002,Transmitted Data Manipulation,[],[],,Security and Privacy Attributes,mitigates,7
47,,T1602,Data from Configuration Repository,[],[],,Security and Privacy Attributes,mitigates,7
48,,T1602.001,SNMP (MIB Dump),[],[],,Security and Privacy Attributes,mitigates,7
49,,T1602.002,Network Device Configuration Dump,[],[],,Security and Privacy Attributes,mitigates,7
50,,T1020.001,Traffic Duplication,[],[],,Remote Access,mitigates,7
51,,T1021,Remote Services,[],[],,Remote Access,mitigates,7
52,,T1021.001,Remote Desktop Protocol,[],[],,Remote Access,mitigates,7
53,,T1021.002,SMB/Windows Admin Shares,[],[],,Remote Access,mitigates,7
54,,T1021.003,Distributed Component Object Model,[],[],,Remote Access,mitigates,7
55,,T1021.004,SSH,[],[],,Remote Access,mitigates,7
56,,T1021.005,VNC,[],[],,Remote Access,mitigates,7
57,,T1021.006,Windows Remote Management,[],[],,Remote Access,mitigates,7
58,,T1037,Boot or Logon Initialization Scripts,[],[],,Remote Access,mitigates,7
59,,T1037.001,Logon Script (Windows),[],[],,Remote Access,mitigates,7
60,,T1040,Network Sniffing,[],[],,Remote Access,mitigates,7
61,,T1047,Windows Management Instrumentation,[],[],,Remote Access,mitigates,7
62,,T1070,Indicator Removal on Host,[],[],,Remote Access,mitigates,7
63,,T1070.001,Clear Windows Event Logs,[],[],,Remote Access,mitigates,7
64,,T1070.002,Clear Linux or Mac System Logs,[],[],,Remote Access,mitigates,7
65,,T1114,Email Collection,[],[],,Remote Access,mitigates,7
66,,T1114.001,Local Email Collection,[],[],,Remote Access,mitigates,7
67,,T1114.002,Remote Email Collection,[],[],,Remote Access,mitigates,7
68,,T1114.003,Email Forwarding Rule,[],[],,Remote Access,mitigates,7
69,,T1119,Automated Collection,[],[],,Remote Access,mitigates,7
70,,T1133,External Remote Services,[],[],,Remote Access,mitigates,7
71,,T1137,Office Application Startup,[],[],,Remote Access,mitigates,7
72,,T1137.002,Office Test,[],[],,Remote Access,mitigates,7
73,,T1204,User Execution,[],[],,Remote Access,mitigates,7
74,,T1204.001,Malicious Link,[],[],,Remote Access,mitigates,7
75,,T1204.002,Malicious File,[],[],,Remote Access,mitigates,7
76,,T1219,Remote Access Software,[],[],,Remote Access,mitigates,7
77,,T1530,Data from Cloud Storage Object,[],[],,Remote Access,mitigates,7
78,,T1537,Transfer Data to Cloud Account,[],[],,Remote Access,mitigates,7
79,,T1543,Create or Modify System Process,[],[],,Remote Access,mitigates,7
80,,T1543.003,Windows Service,[],[],,Remote Access,mitigates,7
81,,T1550.001,Application Access Token,[],[],,Remote Access,mitigates,7
