,comments,id,name,references,tags,mapping-description,mapping-target,metadata-key,key
0,,T1137,Office Application Startup,[],[],,AC-10,0,0
1,,T1137.002,Office Test,[],[],,AC-10,1,1
2,,T1185,Browser Session Hijacking,[],[],,AC-10,2,2
3,,T1528,Steal Application Access Token,[],[],,AC-10,3,3
4,,T1021.001,Remote Desktop Protocol,[],[],,AC-11,4,4
5,,T1563.002,RDP Hijacking,[],[],,AC-11,5,5
6,,T1021.001,Remote Desktop Protocol,[],[],,AC-12,6,6
7,,T1072,Software Deployment Tools,[],[],,AC-12,7,7
8,,T1185,Browser Session Hijacking,[],[],,AC-12,8,8
9,,T1563.002,RDP Hijacking,[],[],,AC-12,9,9
10,,T1137.002,Office Test,[],[],,AC-14,10,10
11,,T1003,OS Credential Dumping,[],[],,AC-16,11,11
12,,T1003.003,NTDS,[],[],,AC-16,12,12
13,,T1005,Data from Local System,[],[],,AC-16,13,13
14,,T1020.001,Traffic Duplication,[],[],,AC-16,14,14
15,,T1025,Data from Removable Media,[],[],,AC-16,15,15
16,,T1040,Network Sniffing,[],[],,AC-16,16,16
17,,T1041,Exfiltration Over C2 Channel,[],[],,AC-16,17,17
18,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-16,18,18
19,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-16,19,19
20,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-16,20,20
21,,T1052,Exfiltration Over Physical Medium,[],[],,AC-16,21,21
22,,T1052.001,Exfiltration over USB,[],[],,AC-16,22,22
23,,T1070,Indicator Removal on Host,[],[],,AC-16,23,23
24,,T1070.001,Clear Windows Event Logs,[],[],,AC-16,24,24
25,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-16,25,25
26,,T1114,Email Collection,[],[],,AC-16,26,26
27,,T1114.001,Local Email Collection,[],[],,AC-16,27,27
28,,T1114.002,Remote Email Collection,[],[],,AC-16,28,28
29,,T1114.003,Email Forwarding Rule,[],[],,AC-16,29,29
30,,T1119,Automated Collection,[],[],,AC-16,30,30
31,,T1213,Data from Information Repositories,[],[],,AC-16,31,31
32,,T1213.001,Confluence,[],[],,AC-16,32,32
33,,T1213.002,Sharepoint,[],[],,AC-16,33,33
34,,T1222,File and Directory Permissions Modification,[],[],,AC-16,34,34
35,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-16,35,35
36,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-16,36,36
37,,T1505,Server Software Component,[],[],,AC-16,37,37
38,,T1505.002,Transport Agent,[],[],,AC-16,38,38
39,,T1530,Data from Cloud Storage Object,[],[],,AC-16,39,39
40,,T1537,Transfer Data to Cloud Account,[],[],,AC-16,40,40
41,,T1547.007,Re-opened Applications,[],[],,AC-16,41,41
42,,T1547.011,Plist Modification,[],[],,AC-16,42,42
