,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,metadata_key
0,,T1137,Office Application Startup,[],[],,AC-10,mitigates,1
1,,T1137.002,Office Test,[],[],,AC-10,mitigates,1
2,,T1185,Browser Session Hijacking,[],[],,AC-10,mitigates,1
3,,T1528,Steal Application Access Token,[],[],,AC-10,mitigates,1
4,,T1021.001,Remote Desktop Protocol,[],[],,AC-11,mitigates,1
5,,T1563.002,RDP Hijacking,[],[],,AC-11,mitigates,1
6,,T1021.001,Remote Desktop Protocol,[],[],,AC-12,mitigates,1
7,,T1072,Software Deployment Tools,[],[],,AC-12,mitigates,1
8,,T1185,Browser Session Hijacking,[],[],,AC-12,mitigates,1
9,,T1563.002,RDP Hijacking,[],[],,AC-12,mitigates,1
10,,T1137.002,Office Test,[],[],,AC-14,mitigates,1
11,,T1003,OS Credential Dumping,[],[],,AC-16,mitigates,1
12,,T1003.003,NTDS,[],[],,AC-16,mitigates,1
13,,T1005,Data from Local System,[],[],,AC-16,mitigates,1
14,,T1020.001,Traffic Duplication,[],[],,AC-16,mitigates,1
15,,T1025,Data from Removable Media,[],[],,AC-16,mitigates,1
16,,T1040,Network Sniffing,[],[],,AC-16,mitigates,1
17,,T1041,Exfiltration Over C2 Channel,[],[],,AC-16,mitigates,1
18,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-16,mitigates,1
19,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-16,mitigates,1
20,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-16,mitigates,1
21,,T1052,Exfiltration Over Physical Medium,[],[],,AC-16,mitigates,1
22,,T1052.001,Exfiltration over USB,[],[],,AC-16,mitigates,1
23,,T1070,Indicator Removal on Host,[],[],,AC-16,mitigates,1
24,,T1070.001,Clear Windows Event Logs,[],[],,AC-16,mitigates,1
25,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-16,mitigates,1
26,,T1114,Email Collection,[],[],,AC-16,mitigates,1
27,,T1114.001,Local Email Collection,[],[],,AC-16,mitigates,1
28,,T1114.002,Remote Email Collection,[],[],,AC-16,mitigates,1
29,,T1114.003,Email Forwarding Rule,[],[],,AC-16,mitigates,1
30,,T1119,Automated Collection,[],[],,AC-16,mitigates,1
31,,T1213,Data from Information Repositories,[],[],,AC-16,mitigates,1
32,,T1213.001,Confluence,[],[],,AC-16,mitigates,1
33,,T1213.002,Sharepoint,[],[],,AC-16,mitigates,1
34,,T1222,File and Directory Permissions Modification,[],[],,AC-16,mitigates,1
35,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-16,mitigates,1
36,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-16,mitigates,1
37,,T1505,Server Software Component,[],[],,AC-16,mitigates,1
38,,T1505.002,Transport Agent,[],[],,AC-16,mitigates,1
39,,T1530,Data from Cloud Storage Object,[],[],,AC-16,mitigates,1
40,,T1537,Transfer Data to Cloud Account,[],[],,AC-16,mitigates,1
41,,T1547.007,Re-opened Applications,[],[],,AC-16,mitigates,1
42,,T1547.011,Plist Modification,[],[],,AC-16,mitigates,1
43,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-16,mitigates,1
44,,T1548.003,Sudo and Sudo Caching,[],[],,AC-16,mitigates,1
45,,T1550.001,Application Access Token,[],[],,AC-16,mitigates,1
46,,T1552,Unsecured Credentials,[],[],,AC-16,mitigates,1
47,,T1552.004,Private Keys,[],[],,AC-16,mitigates,1
48,,T1552.005,Cloud Instance Metadata API,[],[],,AC-16,mitigates,1
49,,T1557,Adversary-in-the-Middle,[],[],,AC-16,mitigates,1
50,,T1557.002,ARP Cache Poisoning,[],[],,AC-16,mitigates,1
51,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-16,mitigates,1
52,,T1558.002,Silver Ticket,[],[],,AC-16,mitigates,1
53,,T1558.003,Kerberoasting,[],[],,AC-16,mitigates,1
54,,T1558.004,AS-REP Roasting,[],[],,AC-16,mitigates,1
55,,T1564.004,NTFS File Attributes,[],[],,AC-16,mitigates,1
56,,T1565,Data Manipulation,[],[],,AC-16,mitigates,1
57,,T1565.001,Stored Data Manipulation,[],[],,AC-16,mitigates,1
58,,T1565.002,Transmitted Data Manipulation,[],[],,AC-16,mitigates,1
59,,T1567,Exfiltration Over Web Service,[],[],,AC-16,mitigates,1
60,,T1602,Data from Configuration Repository,[],[],,AC-16,mitigates,1
61,,T1602.001,SNMP (MIB Dump),[],[],,AC-16,mitigates,1
62,,T1602.002,Network Device Configuration Dump,[],[],,AC-16,mitigates,1
63,,T1020.001,Traffic Duplication,[],[],,AC-17,mitigates,1
64,,T1021,Remote Services,[],[],,AC-17,mitigates,1
65,,T1021.001,Remote Desktop Protocol,[],[],,AC-17,mitigates,1
