,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
0,,T1137,Office Application Startup,[],[],,Concurrent Session Control,mitigates,3
1,,T1137.002,Office Test,[],[],,Concurrent Session Control,mitigates,3
2,,T1528,Steal Application Access Token,[],[],,Concurrent Session Control,mitigates,3
3,,T1021.001,Remote Desktop Protocol,[],[],,Device Lock,mitigates,3
4,,T1563.002,RDP Hijacking,[],[],,Device Lock,mitigates,3
5,,T1021.001,Remote Desktop Protocol,[],[],,Session Termination,mitigates,3
6,,T1072,Software Deployment Tools,[],[],,Session Termination,mitigates,3
7,,T1563.002,RDP Hijacking,[],[],,Session Termination,mitigates,3
8,,T1137.002,Office Test,[],[],,Permitted Actions Without Identification or Authentication,mitigates,3
9,,T1003,OS Credential Dumping,[],[],,Security and Privacy Attributes,mitigates,3
10,,T1003.003,NTDS,[],[],,Security and Privacy Attributes,mitigates,3
11,,T1020.001,Traffic Duplication,[],[],,Security and Privacy Attributes,mitigates,3
12,,T1040,Network Sniffing,[],[],,Security and Privacy Attributes,mitigates,3
13,,T1070,Indicator Removal on Host,[],[],,Security and Privacy Attributes,mitigates,3
14,,T1070.001,Clear Windows Event Logs,[],[],,Security and Privacy Attributes,mitigates,3
15,,T1070.002,Clear Linux or Mac System Logs,[],[],,Security and Privacy Attributes,mitigates,3
16,,T1114,Email Collection,[],[],,Security and Privacy Attributes,mitigates,3
17,,T1114.001,Local Email Collection,[],[],,Security and Privacy Attributes,mitigates,3
18,,T1114.002,Remote Email Collection,[],[],,Security and Privacy Attributes,mitigates,3
19,,T1114.003,Email Forwarding Rule,[],[],,Security and Privacy Attributes,mitigates,3
20,,T1119,Automated Collection,[],[],,Security and Privacy Attributes,mitigates,3
21,,T1213,Data from Information Repositories,[],[],,Security and Privacy Attributes,mitigates,3
22,,T1213.001,Confluence,[],[],,Security and Privacy Attributes,mitigates,3
23,,T1213.002,Sharepoint,[],[],,Security and Privacy Attributes,mitigates,3
24,,T1222,File and Directory Permissions Modification,[],[],,Security and Privacy Attributes,mitigates,3
25,,T1222.001,Windows File and Directory Permissions Modification,[],[],,Security and Privacy Attributes,mitigates,3
26,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Security and Privacy Attributes,mitigates,3
27,,T1530,Data from Cloud Storage Object,[],[],,Security and Privacy Attributes,mitigates,3
28,,T1537,Transfer Data to Cloud Account,[],[],,Security and Privacy Attributes,mitigates,3
29,,T1547.007,Re-opened Applications,[],[],,Security and Privacy Attributes,mitigates,3
30,,T1547.011,Plist Modification,[],[],,Security and Privacy Attributes,mitigates,3
31,,T1548,Abuse Elevation Control Mechanism,[],[],,Security and Privacy Attributes,mitigates,3
32,,T1548.003,Sudo and Sudo Caching,[],[],,Security and Privacy Attributes,mitigates,3
33,,T1550.001,Application Access Token,[],[],,Security and Privacy Attributes,mitigates,3
34,,T1552,Unsecured Credentials,[],[],,Security and Privacy Attributes,mitigates,3
35,,T1552.004,Private Keys,[],[],,Security and Privacy Attributes,mitigates,3
36,,T1552.005,Cloud Instance Metadata API,[],[],,Security and Privacy Attributes,mitigates,3
37,,T1557,Man-in-the-Middle,[],[],,Security and Privacy Attributes,mitigates,3
38,,T1557.002,ARP Cache Poisoning,[],[],,Security and Privacy Attributes,mitigates,3
39,,T1558,Steal or Forge Kerberos Tickets,[],[],,Security and Privacy Attributes,mitigates,3
40,,T1558.002,Silver Ticket,[],[],,Security and Privacy Attributes,mitigates,3
